Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
GET,/api/breed/affenpinscher/images,20,0,57,67.49100685119629,40.99917411804199,154.6194553375244,10602.0,0.011112959060842026,0.0,61,63,83,94,98,150,150,150,150,150,150,150
GET,/api/breed/affenpinscher/images/random,52,0,88,113.22022401369534,46.98991775512695,1321.0232257843018,100.48076923076923,0.028893693558189267,0.0,89,97,110,120,140,150,190,1300,1300,1300,1300,1300
GET,/api/breed/affenpinscher/images/random/10,2,0,64.1472339630127,69.5735216140747,64.1472339630127,74.99980926513672,737.5,0.0011112959060842025,0.0,75,75,75,75,75,75,75,75,75,75,75,75
GET,/api/breed/affenpinscher/images/random/11,1,0,128.3891201019287,128.3891201019287,128.3891201019287,128.3891201019287,809.0,0.0005556479530421012,0.0,130,130,130,130,130,130,130,130,130,130,130,130
GET,/api/breed/affenpinscher/images/random/12,1,0,61.04302406311035,61.04302406311035,61.04302406311035,61.04302406311035,879.0,0.0005556479530421012,0.0,61,61,61,61,61,61,61,61,61,61,61,61
GET,/api/breed/affenpinscher/images/random/13,2,0,70,74.19872283935547,69.8859691619873,78.51147651672363,949.0,0.0011112959060842025,0.0,79,79,79,79,79,79,79,79,79,79,79,79
GET,/api/breed/affenpinscher/images/random/14,1,0,56.906700134277344,56.906700134277344,56.906700134277344,56.906700134277344,1017.0,0.0005556479530421012,0.0,57,57,57,57,57,57,57,57,57,57,57,57
GET,/api/breed/affenpinscher/images/random/17,1,0,142.49634742736816,142.49634742736816,142.49634742736816,142.49634742736816,1227.0,0.0005556479530421012,0.0,140,140,140,140,140,140,140,140,140,140,140,140
GET,/api/breed/affenpinscher/images/random/18,2,0,82,83.95278453826904,81.50005340576172,86.40551567077637,1304.0,0.0011112959060842025,0.0,86,86,86,86,86,86,86,86,86,86,86,86
GET,/api/breed/affenpinscher/images/random/19,2,0,82.41772651672363,87.13686466217041,82.41772651672363,91.85600280761719,1371.5,0.0011112959060842025,0.0,92,92,92,92,92,92,92,92,92,92,92,92
GET,/api/breed/affenpinscher/images/random/2,1,0,85.85381507873535,85.85381507873535,85.85381507873535,85.85381507873535,174.0,0.0005556479530421012,0.0,86,86,86,86,86,86,86,86,86,86,86,86
GET,/api/breed/affenpinscher/images/random/20,2,0,51.001548767089844,67.23988056182861,51.001548767089844,83.47821235656738,1442.0,0.0011112959060842025,0.0,83,83,83,83,83,83,83,83,83,83,83,83
GET,/api/breed/affenpinscher/images/random/21,1,0,71.6855525970459,71.6855525970459,71.6855525970459,71.6855525970459,1511.0,0.0005556479530421012,0.0,72,72,72,72,72,72,72,72,72,72,72,72
GET,/api/breed/affenpinscher/images/random/22,1,0,74.22900199890137,74.22900199890137,74.22900199890137,74.22900199890137,1584.0,0.0005556479530421012,0.0,74,74,74,74,74,74,74,74,74,74,74,74
GET,/api/breed/affenpinscher/images/random/23,1,0,120.83625793457031,120.83625793457031,120.83625793457031,120.83625793457031,1659.0,0.0005556479530421012,0.0,120,120,120,120,120,120,120,120,120,120,120,120
GET,/api/breed/affenpinscher/images/random/26,1,0,66.01381301879883,66.01381301879883,66.01381301879883,66.01381301879883,1863.0,0.0005556479530421012,0.0,66,66,66,66,66,66,66,66,66,66,66,66
GET,/api/breed/affenpinscher/images/random/27,1,0,113.96002769470215,113.96002769470215,113.96002769470215,113.96002769470215,1934.0,0.0005556479530421012,0.0,110,110,110,110,110,110,110,110,110,110,110,110
GET,/api/breed/affenpinscher/images/random/28,1,0,143.00107955932617,143.00107955932617,143.00107955932617,143.00107955932617,2001.0,0.0005556479530421012,0.0,140,140,140,140,140,140,140,140,140,140,140,140
GET,/api/breed/affenpinscher/images/random/29,3,0,99,87.21343676249187,55.91845512390137,107.00011253356934,2075.0,0.001666943859126304,0.0,99,99,110,110,110,110,110,110,110,110,110,110
GET,/api/breed/affenpinscher/images/random/3,1,0,52.37913131713867,52.37913131713867,52.37913131713867,52.37913131713867,244.0,0.0005556479530421012,0.0,52,52,52,52,52,52,52,52,52,52,52,52
GET,/api/breed/affenpinscher/images/random/31,2,0,67.00253486633301,74.20957088470459,67.00253486633301,81.41660690307617,2215.5,0.0011112959060842025,0.0,81,81,81,81,81,81,81,81,81,81,81,81
GET,/api/breed/affenpinscher/images/random/32,1,0,87.16750144958496,87.16750144958496,87.16750144958496,87.16750144958496,2285.0,0.0005556479530421012,0.0,87,87,87,87,87,87,87,87,87,87,87,87
GET,/api/breed/affenpinscher/images/random/34,3,0,110.0,115.01709620157878,62.06202507019043,170.61996459960938,2428.3333333333335,0.001666943859126304,0.0,110,110,170,170,170,170,170,170,170,170,170,170
GET,/api/breed/affenpinscher/images/random/35,3,0,69,67.56973266601562,52.625179290771484,80.64150810241699,2499.6666666666665,0.001666943859126304,0.0,69,69,81,81,81,81,81,81,81,81,81,81
GET,/api/breed/affenpinscher/images/random/38,1,0,173.83313179016113,173.83313179016113,173.83313179016113,173.83313179016113,2713.0,0.0005556479530421012,0.0,170,170,170,170,170,170,170,170,170,170,170,170
GET,/api/breed/affenpinscher/images/random/39,2,0,55.17864227294922,79.06639575958252,55.17864227294922,102.95414924621582,2778.5,0.0011112959060842025,0.0,100,100,100,100,100,100,100,100,100,100,100,100
GET,/api/breed/affenpinscher/images/random/4,1,0,68.06111335754395,68.06111335754395,68.06111335754395,68.06111335754395,314.0,0.0005556479530421012,0.0,68,68,68,68,68,68,68,68,68,68,68,68
