Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
GET,/api/breed/appenzeller/images,1,0,42.77372360229492,42.77372360229492,42.77372360229492,42.77372360229492,10270.0,0.0016677307467623246,0.0,43,43,43,43,43,43,43,43,43,43,43,43
GET,/api/breed/appenzeller/images/random,7,0,55,60.13318470546177,50.60982704162598,79.47015762329102,97.42857142857143,0.011674115227336272,0.0,55,63,66,66,79,79,79,79,79,79,79,79
GET,/api/breed/appenzeller/images/random/16,1,0,51.85961723327637,51.85961723327637,51.85961723327637,51.85961723327637,1120.0,0.0016677307467623246,0.0,52,52,52,52,52,52,52,52,52,52,52,52
GET,/api/breed/appenzeller/images/random/34,1,0,86.46154403686523,86.46154403686523,86.46154403686523,86.46154403686523,2333.0,0.0016677307467623246,0.0,86,86,86,86,86,86,86,86,86,86,86,86
GET,/api/breed/appenzeller/images/random/53,1,0,71.28620147705078,71.28620147705078,71.28620147705078,71.28620147705078,3623.0,0.0016677307467623246,0.0,71,71,71,71,71,71,71,71,71,71,71,71
GET,/api/breed/appenzeller/images/random/8,1,0,56.020498275756836,56.020498275756836,56.020498275756836,56.020498275756836,576.0,0.0016677307467623246,0.0,56,56,56,56,56,56,56,56,56,56,56,56
GET,/api/breed/australian/list,36,0,48,77.42447323269315,39.99829292297363,837.4824523925781,43.0,0.06003830688344368,0.0,50,53,65,68,84,110,840,840,840,840,840,840
GET,/api/breed/australian/shepherd/images,4,0,48,56.85180425643921,45.404672622680664,80.84225654602051,303.0,0.006670922987049298,0.0,53,53,81,81,81,81,81,81,81,81,81,81
GET,/api/breed/australian/shepherd/images/random,10,0,58,64.61868286132812,55.46283721923828,102.30255126953125,97.3,0.016677307467623245,0.0,59,63,68,73,100,100,100,100,100,100,100,100
GET,/api/breed/australian/shepherd/images/random/15,1,0,50.314903259277344,50.314903259277344,50.314903259277344,50.314903259277344,303.0,0.0016677307467623246,0.0,50,50,50,50,50,50,50,50,50,50,50,50
GET,/api/breed/australian/shepherd/images/random/18,1,0,59.08203125,59.08203125,59.08203125,59.08203125,303.0,0.0016677307467623246,0.0,59,59,59,59,59,59,59,59,59,59,59,59
GET,/api/breed/australian/shepherd/images/random/2,1,0,63.869476318359375,63.869476318359375,63.869476318359375,63.869476318359375,167.0,0.0016677307467623246,0.0,64,64,64,64,64,64,64,64,64,64,64,64
GET,/api/breed/australian/shepherd/images/random/24,1,0,49.02935028076172,49.02935028076172,49.02935028076172,49.02935028076172,303.0,0.0016677307467623246,0.0,49,49,49,49,49,49,49,49,49,49,49,49
GET,/api/breed/australian/shepherd/images/random/43,1,0,85.30163764953613,85.30163764953613,85.30163764953613,85.30163764953613,303.0,0.0016677307467623246,0.0,85,85,85,85,85,85,85,85,85,85,85,85
GET,/api/breed/australian/shepherd/images/random/5,1,0,57.05118179321289,57.05118179321289,57.05118179321289,57.05118179321289,303.0,0.0016677307467623246,0.0,57,57,57,57,57,57,57,57,57,57,57,57
GET,/api/breed/australian/shepherd/images/random/53,1,0,50.66370964050293,50.66370964050293,50.66370964050293,50.66370964050293,303.0,0.0016677307467623246,0.0,51,51,51,51,51,51,51,51,51,51,51,51
GET,/api/breed/australian/shepherd/images/random/57,1,0,199.0196704864502,199.0196704864502,199.0196704864502,199.0196704864502,303.0,0.0016677307467623246,0.0,200,200,200,200,200,200,200,200,200,200,200,200
GET,/api/breed/australian/shepherd/images/random/58,2,0,63,88.96040916442871,62.992095947265625,114.9287223815918,303.0,0.003335461493524649,0.0,110,110,110,110,110,110,110,110,110,110,110,110
GET,/api/breed/australian/shepherd/images/random/59,1,0,150.37250518798828,150.37250518798828,150.37250518798828,150.37250518798828,303.0,0.0016677307467623246,0.0,150,150,150,150,150,150,150,150,150,150,150,150
GET,/api/breed/australian/shepherd/images/random/6,1,0,64.46480751037598,64.46480751037598,64.46480751037598,64.46480751037598,303.0,0.0016677307467623246,0.0,64,64,64,64,64,64,64,64,64,64,64,64
GET,/api/breed/australian/shepherd/images/random/7,1,0,55.24945259094238,55.24945259094238,55.24945259094238,55.24945259094238,303.0,0.0016677307467623246,0.0,55,55,55,55,55,55,55,55,55,55,55,55
GET,/api/breed/basenji/images,2,0,44,45.28474807739258,43.6701774597168,46.89931869506836,13378.0,0.003335461493524649,0.0,47,47,47,47,47,47,47,47,47,47,47,47
GET,/api/breed/basenji/images/random,3,0,57,63.08309237162272,52.98423767089844,79.0097713470459,93.66666666666667,0.0050031922402869735,0.0,57,57,79,79,79,79,79,79,79,79,79,79
GET,/api/breed/basenji/images/random/18,1,0,67.0020580291748,67.0020580291748,67.0020580291748,67.0020580291748,1180.0,0.0016677307467623246,0.0,67,67,67,67,67,67,67,67,67,67,67,67
GET,/api/breed/basenji/images/random/39,1,0,52.121639251708984,52.121639251708984,52.121639251708984,52.121639251708984,2522.0,0.0016677307467623246,0.0,52,52,52,52,52,52,52,52,52,52,52,52
GET,/api/breed/basenji/images/random/52,1,0,74.1276741027832,74.1276741027832,74.1276741027832,74.1276741027832,3353.0,0.0016677307467623246,0.0,74,74,74,74,74,74,74,74,74,74,74,74
GET,/api/breed/basenji/images/random/53,1,0,58.960676193237305,58.960676193237305,58.960676193237305,58.960676193237305,3415.0,0.0016677307467623246,0.0,59,59,59,59,59,59,59,59,59,59,59,59
GET,/api/breed/basenji/images/random/59,1,0,118.00527572631836,118.00527572631836,118.00527572631836,118.00527572631836,3801.0,0.0016677307467623246,0.0,120,120,120,120,120,120,120,120,120,120,120,120
GET,/api/breed/basenji/images/random/6,1,0,60.11319160461426,60.11319160461426,60.11319160461426,60.11319160461426,416.0,0.0016677307467623246,0.0,60,60,60,60,60,60,60,60,60,60,60,60
GET,/api/breed/beagle/images,3,0,45,45.50894101460775,42.932987213134766,49.024105072021484,12605.0,0.0050031922402869735,0.0,45,45,49,49,49,49,49,49,49,49,49,49
GET,/api/breed/beagle/images/random,5,0,61,60.26597023010254,49.63564872741699,68.93181800842285,93.6,0.008338653733811622,0.0,61,66,66,69,69,69,69,69,69,69,69,69
GET,/api/breed/beagle/images/random/14,1,0,53.59077453613281,53.59077453613281,53.59077453613281,53.59077453613281,920.0,0.0016677307467623246,0.0,54,54,54,54,54,54,54,54,54,54,54,54
GET,/api/breed/beagle/images/random/38,1,0,122.39861488342285,122.39861488342285,122.39861488342285,122.39861488342285,2451.0,0.0016677307467623246,0.0,120,120,120,120,120,120,120,120,120,120,120,120
GET,/api/breed/beagle/images/random/43,1,0,62.8359317779541,62.8359317779541,62.8359317779541,62.8359317779541,2766.0,0.0016677307467623246,0.0,63,63,63,63,63,63,63,63,63,63,63,63
GET,/api/breed/beagle/images/random/57,1,0,66.10822677612305,66.10822677612305,66.10822677612305,66.10822677612305,3654.0,0.0016677307467623246,0.0,66,66,66,66,66,66,66,66,66,66,66,66
GET,/api/breed/beagle/images/random/59,1,0,78.25899124145508,78.25899124145508,78.25899124145508,78.25899124145508,3778.0,0.0016677307467623246,0.0,78,78,78,78,78,78,78,78,78,78,78,78
GET,/api/breed/beagle/images/random/9,1,0,64.25309181213379,64.25309181213379,64.25309181213379,64.25309181213379,607.0,0.0016677307467623246,0.0,64,64,64,64,64,64,64,64,64,64,64,64
GET,/api/breed/bluetick/images,2,0,45.000553131103516,50.55093765258789,45.000553131103516,56.101322174072266,11098.0,0.003335461493524649,0.0,56,56,56,56,56,56,56,56,56,56,56,56
GET,/api/breed/bluetick/images/random,14,0,64,77.77879919324603,49.07417297363281,145.3230381011963,94.71428571428571,0.023348230454672544,0.0,65,76,97,110,130,150,150,150,150,150,150,150
GET,/api/breed/bluetick/images/random/12,1,0,53.7569522857666,53.7569522857666,53.7569522857666,53.7569522857666,811.0,0.0016677307467623246,0.0,54,54,54,54,54,54,54,54,54,54,54,54
GET,/api/breed/bluetick/images/random/9,1,0,132.99942016601562,132.99942016601562,132.99942016601562,132.99942016601562,615.0,0.0016677307467623246,0.0,130,130,130,130,130,130,130,130,130,130,130,130
GET,/api/breed/borzoi/images,3,0,49,48.594395319620766,46.38838768005371,50.17375946044922,9543.0,0.0050031922402869735,0.0,49,49,50,50,50,50,50,50,50,50,50,50
GET,/api/breed/borzoi/images/random,10,0,57,62.35504150390625,52.00076103210449,83.76812934875488,93.0,0.016677307467623245,0.0,60,64,66,70,84,84,84,84,84,84,84,84
GET,/api/breed/borzoi/images/random/12,1,0,51.21326446533203,51.21326446533203,51.21326446533203,51.21326446533203,789.0,0.0016677307467623246,0.0,51,51,51,51,51,51,51,51,51,51,51,51
GET,/api/breed/borzoi/images/random/23,1,0,130.77831268310547,130.77831268310547,130.77831268310547,130.77831268310547,1482.0,0.0016677307467623246,0.0,130,130,130,130,130,130,130,130,130,130,130,130
GET,/api/breed/borzoi/images/random/25,1,0,69.00238990783691,69.00238990783691,69.00238990783691,69.00238990783691,1607.0,0.0016677307467623246,0.0,69,69,69,69,69,69,69,69,69,69,69,69
GET,/api/breed/borzoi/images/random/38,1,0,63.40909004211426,63.40909004211426,63.40909004211426,63.40909004211426,2426.0,0.0016677307467623246,0.0,63,63,63,63,63,63,63,63,63,63,63,63
GET,/api/breed/borzoi/images/random/43,1,0,52.81186103820801,52.81186103820801,52.81186103820801,52.81186103820801,2737.0,0.0016677307467623246,0.0,53,53,53,53,53,53,53,53,53,53,53,53
GET,/api/breed/borzoi/images/random/46,1,0,66.49065017700195,66.49065017700195,66.49065017700195,66.49065017700195,2927.0,0.0016677307467623246,0.0,66,66,66,66,66,66,66,66,66,66,66,66
GET,/api/breed/borzoi/images/random/47,1,0,49.46136474609375,49.46136474609375,49.46136474609375,49.46136474609375,2993.0,0.0016677307467623246,0.0,49,49,49,49,49,49,49,49,49,49,49,49
GET,/api/breed/borzoi/images/random/54,1,0,104.26592826843262,104.26592826843262,104.26592826843262,104.26592826843262,3432.0,0.0016677307467623246,0.0,100,100,100,100,100,100,100,100,100,100,100,100
GET,/api/breed/bouvier/images,2,0,46,60.63985824584961,45.81165313720703,75.46806335449219,9597.0,0.003335461493524649,0.0,75,75,75,75,75,75,75,75,75,75,75,75
GET,/api/breed/bouvier/images/random,9,0,59,61.266793145073784,52.00028419494629,78.10044288635254,93.88888888888889,0.01500957672086092,0.0,59,63,69,70,78,78,78,78,78,78,78,78
GET,/api/breed/bouvier/images/random/11,1,0,137.74776458740234,137.74776458740234,137.74776458740234,137.74776458740234,732.0,0.0016677307467623246,0.0,140,140,140,140,140,140,140,140,140,140,140,140
GET,/api/breed/bouvier/images/random/13,1,0,84.95473861694336,84.95473861694336,84.95473861694336,84.95473861694336,861.0,0.0016677307467623246,0.0,85,85,85,85,85,85,85,85,85,85,85,85
GET,/api/breed/bouvier/images/random/19,1,0,69.86784934997559,69.86784934997559,69.86784934997559,69.86784934997559,1243.0,0.0016677307467623246,0.0,70,70,70,70,70,70,70,70,70,70,70,70
GET,/api/breed/bouvier/images/random/26,1,0,62.35980987548828,62.35980987548828,62.35980987548828,62.35980987548828,1691.0,0.0016677307467623246,0.0,62,62,62,62,62,62,62,62,62,62,62,62
GET,/api/breed/bouvier/images/random/27,1,0,73.98843765258789,73.98843765258789,73.98843765258789,73.98843765258789,1756.0,0.0016677307467623246,0.0,74,74,74,74,74,74,74,74,74,74,74,74
GET,/api/breed/bouvier/images/random/33,1,0,61.05160713195801,61.05160713195801,61.05160713195801,61.05160713195801,2139.0,0.0016677307467623246,0.0,61,61,61,61,61,61,61,61,61,61,61,61
GET,/api/breed/bouvier/images/random/42,1,0,61.742544174194336,61.742544174194336,61.742544174194336,61.742544174194336,2708.0,0.0016677307467623246,0.0,62,62,62,62,62,62,62,62,62,62,62,62
GET,/api/breed/bouvier/images/random/47,1,0,49.00312423706055,49.00312423706055,49.00312423706055,49.00312423706055,3029.0,0.0016677307467623246,0.0,49,49,49,49,49,49,49,49,49,49,49,49
GET,/api/breed/bouvier/images/random/58,1,0,50.164222717285156,50.164222717285156,50.164222717285156,50.164222717285156,3732.0,0.0016677307467623246,0.0,50,50,50,50,50,50,50,50,50,50,50,50
GET,/api/breed/bouvier/images/random/6,1,0,67.11506843566895,67.11506843566895,67.11506843566895,67.11506843566895,413.0,0.0016677307467623246,0.0,67,67,67,67,67,67,67,67,67,67,67,67
GET,/api/breed/boxer/images,1,0,53.710222244262695,53.710222244262695,53.710222244262695,53.710222244262695,9506.0,0.0016677307467623246,0.0,54,54,54,54,54,54,54,54,54,54,54,54
GET,/api/breed/boxer/images/random,5,0,56,61.21854782104492,48.53963851928711,81.70938491821289,92.0,0.008338653733811622,0.0,56,66,66,82,82,82,82,82,82,82,82,82
GET,/api/breed/boxer/images/random/11,1,0,49.99232292175293,49.99232292175293,49.99232292175293,49.99232292175293,712.0,0.0016677307467623246,0.0,50,50,50,50,50,50,50,50,50,50,50,50
GET,/api/breed/boxer/images/random/14,1,0,57.06477165222168,57.06477165222168,57.06477165222168,57.06477165222168,895.0,0.0016677307467623246,0.0,57,57,57,57,57,57,57,57,57,57,57,57
GET,/api/breed/boxer/images/random/16,1,0,53.380727767944336,53.380727767944336,53.380727767944336,53.380727767944336,1025.0,0.0016677307467623246,0.0,53,53,53,53,53,53,53,53,53,53,53,53
GET,/api/breed/boxer/images/random/17,1,0,113.12341690063477,113.12341690063477,113.12341690063477,113.12341690063477,1085.0,0.0016677307467623246,0.0,110,110,110,110,110,110,110,110,110,110,110,110
GET,/api/breed/boxer/images/random/20,1,0,67.29531288146973,67.29531288146973,67.29531288146973,67.29531288146973,1266.0,0.0016677307467623246,0.0,67,67,67,67,67,67,67,67,67,67,67,67
GET,/api/breed/boxer/images/random/37,2,0,71.04682922363281,98.03509712219238,71.04682922363281,125.02336502075195,2315.5,0.003335461493524649,0.0,130,130,130,130,130,130,130,130,130,130,130,130
GET,/api/breed/boxer/images/random/39,1,0,80.31773567199707,80.31773567199707,80.31773567199707,80.31773567199707,2451.0,0.0016677307467623246,0.0,80,80,80,80,80,80,80,80,80,80,80,80
GET,/api/breed/boxer/images/random/47,1,0,48.0349063873291,48.0349063873291,48.0349063873291,48.0349063873291,2946.0,0.0016677307467623246,0.0,48,48,48,48,48,48,48,48,48,48,48,48
GET,/api/breed/boxer/images/random/58,1,0,59.61155891418457,59.61155891418457,59.61155891418457,59.61155891418457,3631.0,0.0016677307467623246,0.0,60,60,60,60,60,60,60,60,60,60,60,60
GET,/api/breed/boxer/images/random/8,1,0,76.91168785095215,76.91168785095215,76.91168785095215,76.91168785095215,527.0,0.0016677307467623246,0.0,77,77,77,77,77,77,77,77,77,77,77,77
GET,/api/breed/boxer/images/random/9,1,0,73.55642318725586,73.55642318725586,73.55642318725586,73.55642318725586,590.0,0.0016677307467623246,0.0,74,74,74,74,74,74,74,74,74,74,74,74
GET,/api/breed/brabancon/images/random,8,0,65,72.17535376548767,54.380178451538086,103.61504554748535,95.75,0.013341845974098597,0.0,67,79,97,97,100,100,100,100,100,100,100,100
GET,/api/breed/brabancon/images/random/12,1,0,72.05915451049805,72.05915451049805,72.05915451049805,72.05915451049805,819.0,0.0016677307467623246,0.0,72,72,72,72,72,72,72,72,72,72,72,72
GET,/api/breed/brabancon/images/random/14,1,0,56.99801445007324,56.99801445007324,56.99801445007324,56.99801445007324,948.0,0.0016677307467623246,0.0,57,57,57,57,57,57,57,57,57,57,57,57
GET,/api/breed/brabancon/images/random/2,1,0,51.53059959411621,51.53059959411621,51.53059959411621,51.53059959411621,164.0,0.0016677307467623246,0.0,52,52,52,52,52,52,52,52,52,52,52,52
GET,/api/breed/brabancon/images/random/26,1,0,50.93884468078613,50.93884468078613,50.93884468078613,50.93884468078613,1738.0,0.0016677307467623246,0.0,51,51,51,51,51,51,51,51,51,51,51,51
GET,/api/breed/brabancon/images/random/28,1,0,58.26258659362793,58.26258659362793,58.26258659362793,58.26258659362793,1866.0,0.0016677307467623246,0.0,58,58,58,58,58,58,58,58,58,58,58,58
GET,/api/breed/brabancon/images/random/39,1,0,49.67951774597168,49.67951774597168,49.67951774597168,49.67951774597168,2588.0,0.0016677307467623246,0.0,50,50,50,50,50,50,50,50,50,50,50,50
GET,/api/breed/brabancon/images/random/41,1,0,52.83021926879883,52.83021926879883,52.83021926879883,52.83021926879883,2715.0,0.0016677307467623246,0.0,53,53,53,53,53,53,53,53,53,53,53,53
GET,/api/breed/brabancon/images/random/42,1,0,93.73831748962402,93.73831748962402,93.73831748962402,93.73831748962402,2778.0,0.0016677307467623246,0.0,94,94,94,94,94,94,94,94,94,94,94,94
GET,/api/breed/brabancon/images/random/7,1,0,51.02849006652832,51.02849006652832,51.02849006652832,51.02849006652832,491.0,0.0016677307467623246,0.0,51,51,51,51,51,51,51,51,51,51,51,51
GET,/api/breed/briard/images,5,0,51,58.00209045410156,44.92688179016113,91.77160263061523,9599.0,0.008338653733811622,0.0,51,55,55,92,92,92,92,92,92,92,92,92
GET,/api/breed/briard/images/random,9,0,69,74.36262236701117,53.093910217285156,123.11697006225586,92.88888888888889,0.01500957672086092,0.0,69,71,83,85,120,120,120,120,120,120,120,120
GET,/api/breed/briard/images/random/16,1,0,70.36423683166504,70.36423683166504,70.36423683166504,70.36423683166504,1038.0,0.0016677307467623246,0.0,70,70,70,70,70,70,70,70,70,70,70,70
GET,/api/breed/briard/images/random/20,1,0,71.70653343200684,71.70653343200684,71.70653343200684,71.70653343200684,1291.0,0.0016677307467623246,0.0,72,72,72,72,72,72,72,72,72,72,72,72
GET,/api/breed/briard/images/random/25,1,0,689.3198490142822,689.3198490142822,689.3198490142822,689.3198490142822,1606.0,0.0016677307467623246,0.0,690,690,690,690,690,690,690,690,690,690,690,690
GET,/api/breed/briard/images/random/35,1,0,55.18937110900879,55.18937110900879,55.18937110900879,55.18937110900879,2237.0,0.0016677307467623246,0.0,55,55,55,55,55,55,55,55,55,55,55,55
GET,/api/breed/briard/images/random/38,1,0,94.00558471679688,94.00558471679688,94.00558471679688,94.00558471679688,2424.0,0.0016677307467623246,0.0,94,94,94,94,94,94,94,94,94,94,94,94
GET,/api/breed/briard/images/random/43,1,0,67.60025024414062,67.60025024414062,67.60025024414062,67.60025024414062,2737.0,0.0016677307467623246,0.0,68,68,68,68,68,68,68,68,68,68,68,68
GET,/api/breed/briard/images/random/54,2,0,49.47972297668457,54.61704730987549,49.47972297668457,59.754371643066406,3430.0,0.003335461493524649,0.0,60,60,60,60,60,60,60,60,60,60,60,60
GET,/api/breed/briard/images/random/9,1,0,76.53045654296875,76.53045654296875,76.53045654296875,76.53045654296875,599.0,0.0016677307467623246,0.0,77,77,77,77,77,77,77,77,77,77,77,77
GET,/api/breed/buhund/list,41,0,47,77.56764714310809,38.520097732543945,751.0519027709961,44.0,0.0683769606172553,0.0,47,53,60,74,90,110,750,750,750,750,750,750
GET,/api/breed/buhund/norwegian/images,1,0,65.28306007385254,65.28306007385254,65.28306007385254,65.28306007385254,227.0,0.0016677307467623246,0.0,65,65,65,65,65,65,65,65,65,65,65,65
GET,/api/breed/buhund/norwegian/images/random,7,0,63,68.3673449925014,52.24180221557617,84.01703834533691,95.0,0.011674115227336272,0.0,63,77,81,81,84,84,84,84,84,84,84,84
GET,/api/breed/buhund/norwegian/images/random/11,1,0,49.733638763427734,49.733638763427734,49.733638763427734,49.733638763427734,227.0,0.0016677307467623246,0.0,50,50,50,50,50,50,50,50,50,50,50,50
GET,/api/breed/buhund/norwegian/images/random/20,1,0,64.49651718139648,64.49651718139648,64.49651718139648,64.49651718139648,227.0,0.0016677307467623246,0.0,64,64,64,64,64,64,64,64,64,64,64,64
GET,/api/breed/buhund/norwegian/images/random/26,1,0,48.56061935424805,48.56061935424805,48.56061935424805,48.56061935424805,227.0,0.0016677307467623246,0.0,49,49,49,49,49,49,49,49,49,49,49,49
GET,/api/breed/buhund/norwegian/images/random/3,1,0,72.15189933776855,72.15189933776855,72.15189933776855,72.15189933776855,227.0,0.0016677307467623246,0.0,72,72,72,72,72,72,72,72,72,72,72,72
GET,/api/breed/buhund/norwegian/images/random/38,1,0,56.53071403503418,56.53071403503418,56.53071403503418,56.53071403503418,227.0,0.0016677307467623246,0.0,57,57,57,57,57,57,57,57,57,57,57,57
GET,/api/breed/buhund/norwegian/images/random/40,1,0,90.5599594116211,90.5599594116211,90.5599594116211,90.5599594116211,227.0,0.0016677307467623246,0.0,91,91,91,91,91,91,91,91,91,91,91,91
GET,/api/breed/buhund/norwegian/images/random/43,1,0,52.02054977416992,52.02054977416992,52.02054977416992,52.02054977416992,227.0,0.0016677307467623246,0.0,52,52,52,52,52,52,52,52,52,52,52,52
GET,/api/breed/buhund/norwegian/images/random/52,1,0,69.00262832641602,69.00262832641602,69.00262832641602,69.00262832641602,227.0,0.0016677307467623246,0.0,69,69,69,69,69,69,69,69,69,69,69,69
GET,/api/breed/buhund/norwegian/images/random/58,1,0,64.93091583251953,64.93091583251953,64.93091583251953,64.93091583251953,227.0,0.0016677307467623246,0.0,65,65,65,65,65,65,65,65,65,65,65,65
GET,/api/breed/buhund/norwegian/images/random/6,1,0,57.910919189453125,57.910919189453125,57.910919189453125,57.910919189453125,227.0,0.0016677307467623246,0.0,58,58,58,58,58,58,58,58,58,58,58,58
