Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
GET,/api/breed/maltese/images/random,1,0,113.71493339538574,113.71493339538574,113.71493339538574,113.71493339538574,94.0,0.004194985433433807,0.0,110,110,110,110,110,110,110,110,110,110,110,110
GET,/api/breed/maltese/images/random/11,1,0,68.21966171264648,68.21966171264648,68.21966171264648,68.21966171264648,736.0,0.004194985433433807,0.0,68,68,68,68,68,68,68,68,68,68,68,68
GET,/api/breed/mastiff/english/images/random,1,0,63.15732002258301,63.15732002258301,63.15732002258301,63.15732002258301,89.0,0.004194985433433807,0.0,63,63,63,63,63,63,63,63,63,63,63,63
GET,/api/breed/mastiff/english/images/random/21,1,0,56.650400161743164,56.650400161743164,56.650400161743164,56.650400161743164,268.0,0.004194985433433807,0.0,57,57,57,57,57,57,57,57,57,57,57,57
GET,/api/breed/mastiff/list,5,0,67,83.68496894836426,43.96462440490723,164.0188694000244,59.0,0.020974927167169036,0.0,67,98,98,160,160,160,160,160,160,160,160,160
GET,/api/breed/mastiff/tibetan/images/random,3,0,76,129.18615341186523,53.50661277770996,258.495569229126,102.0,0.01258495630030142,0.0,76,76,260,260,260,260,260,260,260,260,260,260
GET,/api/breed/mexicanhairless/images/random,1,0,80.36398887634277,80.36398887634277,80.36398887634277,80.36398887634277,102.0,0.004194985433433807,0.0,80,80,80,80,80,80,80,80,80,80,80,80
GET,/api/breed/mexicanhairless/images/random/38,1,0,110.8400821685791,110.8400821685791,110.8400821685791,110.8400821685791,2757.0,0.004194985433433807,0.0,110,110,110,110,110,110,110,110,110,110,110,110
GET,/api/breed/mexicanhairless/images/random/42,1,0,53.956031799316406,53.956031799316406,53.956031799316406,53.956031799316406,3047.0,0.004194985433433807,0.0,54,54,54,54,54,54,54,54,54,54,54,54
GET,/api/breed/mexicanhairless/images/random/56,1,0,53.52449417114258,53.52449417114258,53.52449417114258,53.52449417114258,4052.0,0.004194985433433807,0.0,54,54,54,54,54,54,54,54,54,54,54,54
GET,/api/breed/mix/images/random,1,0,65.00077247619629,65.00077247619629,65.00077247619629,65.00077247619629,82.0,0.004194985433433807,0.0,65,65,65,65,65,65,65,65,65,65,65,65
GET,/api/breed/mix/images/random/53,1,0,57.34992027282715,57.34992027282715,57.34992027282715,57.34992027282715,2738.0,0.004194985433433807,0.0,57,57,57,57,57,57,57,57,57,57,57,57
GET,/api/breed/mountain/bernese/images/random/12,1,0,56.285858154296875,56.285858154296875,56.285858154296875,56.285858154296875,905.0,0.004194985433433807,0.0,56,56,56,56,56,56,56,56,56,56,56,56
GET,/api/breed/mountain/bernese/images/random/59,1,0,66.90382957458496,66.90382957458496,66.90382957458496,66.90382957458496,4332.0,0.004194985433433807,0.0,67,67,67,67,67,67,67,67,67,67,67,67
GET,/api/breed/mountain/list,7,0,47,54.374524525233674,42.057037353515625,103.02066802978516,50.0,0.02936489803403665,0.0,47,49,53,53,100,100,100,100,100,100,100,100
GET,/api/breed/mountain/swiss/images/random,1,0,67.35348701477051,67.35348701477051,67.35348701477051,67.35348701477051,100.0,0.004194985433433807,0.0,67,67,67,67,67,67,67,67,67,67,67,67
GET,/api/breed/newfoundland/images/random/44,1,0,58.602094650268555,58.602094650268555,58.602094650268555,58.602094650268555,3066.0,0.004194985433433807,0.0,59,59,59,59,59,59,59,59,59,59,59,59
GET,/api/breed/otterhound/images/random,1,0,90.7893180847168,90.7893180847168,90.7893180847168,90.7893180847168,96.0,0.004194985433433807,0.0,91,91,91,91,91,91,91,91,91,91,91,91
GET,/api/breed/ovcharka/caucasian/images/random,2,0,51.0106086730957,51.77497863769531,51.0106086730957,52.53934860229492,110.0,0.008389970866867614,0.0,53,53,53,53,53,53,53,53,53,53,53,53
GET,/api/breed/ovcharka/caucasian/images/random/49,1,0,60.06002426147461,60.06002426147461,60.06002426147461,60.06002426147461,2756.0,0.004194985433433807,0.0,60,60,60,60,60,60,60,60,60,60,60,60
GET,/api/breed/ovcharka/list,2,0,51.28288269042969,64.25559520721436,51.28288269042969,77.22830772399902,44.0,0.008389970866867614,0.0,77,77,77,77,77,77,77,77,77,77,77,77
GET,/api/breed/papillon/images/random,1,0,54.305315017700195,54.305315017700195,54.305315017700195,54.305315017700195,95.0,0.004194985433433807,0.0,54,54,54,54,54,54,54,54,54,54,54,54
GET,/api/breed/papillon/images/random/28,1,0,56.66375160217285,56.66375160217285,56.66375160217285,56.66375160217285,1849.0,0.004194985433433807,0.0,57,57,57,57,57,57,57,57,57,57,57,57
GET,/api/breed/papillon/images/random/50,1,0,67.73924827575684,67.73924827575684,67.73924827575684,67.73924827575684,3281.0,0.004194985433433807,0.0,68,68,68,68,68,68,68,68,68,68,68,68
GET,/api/breed/pekinese/images,1,0,60.04452705383301,60.04452705383301,60.04452705383301,60.04452705383301,9767.0,0.004194985433433807,0.0,60,60,60,60,60,60,60,60,60,60,60,60
GET,/api/breed/pekinese/images/random/14,1,0,56.05363845825195,56.05363845825195,56.05363845825195,56.05363845825195,945.0,0.004194985433433807,0.0,56,56,56,56,56,56,56,56,56,56,56,56
GET,/api/breed/pekinese/images/random/24,1,0,92.96059608459473,92.96059608459473,92.96059608459473,92.96059608459473,1602.0,0.004194985433433807,0.0,93,93,93,93,93,93,93,93,93,93,93,93
GET,/api/breed/pembroke/images/random/49,1,0,60.472965240478516,60.472965240478516,60.472965240478516,60.472965240478516,3218.0,0.004194985433433807,0.0,60,60,60,60,60,60,60,60,60,60,60,60
GET,/api/breed/pinscher/list,4,0,44,46.347975730895996,42.220115661621094,50.67276954650879,44.0,0.01677994173373523,0.0,48,48,51,51,51,51,51,51,51,51,51,51
GET,/api/breed/pinscher/miniature/images/random,2,0,55.006980895996094,58.40957164764404,55.006980895996094,61.81216239929199,105.0,0.008389970866867614,0.0,62,62,62,62,62,62,62,62,62,62,62,62
GET,/api/breed/pinscher/miniature/images/random/16,1,0,60.553550720214844,60.553550720214844,60.553550720214844,60.553550720214844,1226.0,0.004194985433433807,0.0,61,61,61,61,61,61,61,61,61,61,61,61
GET,/api/breed/pinscher/miniature/images/random/49,1,0,55.043935775756836,55.043935775756836,55.043935775756836,55.043935775756836,3696.0,0.004194985433433807,0.0,55,55,55,55,55,55,55,55,55,55,55,55
GET,/api/breed/pitbull/images/random,1,0,50.009727478027344,50.009727478027344,50.009727478027344,50.009727478027344,103.0,0.004194985433433807,0.0,50,50,50,50,50,50,50,50,50,50,50,50
GET,/api/breed/pitbull/images/random/7,1,0,60.730934143066406,60.730934143066406,60.730934143066406,60.730934143066406,235.0,0.004194985433433807,0.0,61,61,61,61,61,61,61,61,61,61,61,61
GET,/api/breed/pointer/german/images/random,2,0,58,96.1531400680542,57.6932430267334,134.613037109375,101.0,0.008389970866867614,0.0,130,130,130,130,130,130,130,130,130,130,130,130
GET,/api/breed/pointer/germanlonghair/images/random,1,0,66.17498397827148,66.17498397827148,66.17498397827148,66.17498397827148,100.0,0.004194985433433807,0.0,66,66,66,66,66,66,66,66,66,66,66,66
GET,/api/breed/pointer/list,4,0,42,52.73842811584473,41.42618179321289,71.17414474487305,58.0,0.01677994173373523,0.0,56,56,71,71,71,71,71,71,71,71,71,71
GET,/api/breed/pomeranian/images/random/28,1,0,73.51303100585938,73.51303100585938,73.51303100585938,73.51303100585938,1907.0,0.004194985433433807,0.0,74,74,74,74,74,74,74,74,74,74,74,74
